,,Depth (cm),,,,,,,,,,,,,,,,,
,uncultured bacterium contig00180,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0
,uncultured bacterium contig00187,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0
,uncultured bacterium contig00192,0,0,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium contig00199,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
,uncultured bacterium contig00200,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium contig00203,0,0,0,9,0,0,0,0,0,5,0,0,0,0,0,0,0,0
,uncultured bacterium contig00206,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium contig00216,0,0,7,11,0,0,0,0,0,0,0,5,0,0,0,0,0,0
,uncultured bacterium contig00219,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
,uncultured bacterium contig00228,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0
,uncultured bacterium contig00229,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
,uncultured bacterium contig00244,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,10
,uncultured bacterium contig00250,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
,uncultured bacterium contig00273,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium contig00284,0,0,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium contig00286,0,0,7,10,0,6,0,0,0,12,0,0,7,6,0,0,0,0
,uncultured bacterium contig00303,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium contig00304,0,0,12,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium contig00306,0,0,14,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium contig00311,0,0,0,11,0,0,0,0,0,11,0,12,8,9,0,0,0,16
,uncultured bacterium contig00317,0,0,0,0,0,0,0,0,0,6,0,0,0,5,0,0,0,8
,uncultured bacterium contig00351,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
,uncultured bacterium contig00363(2014),0,0,17,31,0,0,0,0,0,0,0,0,0,0,0,0,0,18
,uncultured bacterium contig00388,0,0,5,7,0,0,0,0,0,5,0,0,0,0,0,0,0,6
,uncultured bacterium contig00405,0,0,0,9,0,0,8,0,0,10,0,0,0,0,0,0,0,8
,uncultured bacterium contig00406(2014),0,0,8,13,0,0,0,0,0,6,0,0,0,6,0,0,5,6
,uncultured bacterium contig00411(2014),0,0,25,29,7,9,14,0,0,28,9,0,6,16,11,9,6,47
,uncultured bacterium contig00418,0,0,47,110,72,8,49,24,0,0,5,0,0,0,0,0,0,0
,uncultured bacterium contig00438,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium contig00443,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium contig00510(2014),0,0,35,52,6,8,5,0,0,25,19,5,10,8,6,9,12,12
,uncultured bacterium contig00528,0,0,5,0,6,0,0,0,0,5,0,0,0,0,0,0,0,5
,uncultured bacterium contig00620,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
,uncultured bacterium contig07432(2014),0,0,177,193,0,21,19,5,0,28,30,13,10,34,14,24,14,72
,uncultured bacterium contig07470(2014),0,0,0,8,0,0,5,0,0,0,0,0,0,5,0,0,0,0
,uncultured bacterium contig10083(2014),0,0,7,13,0,0,0,0,0,7,0,0,0,0,0,0,0,0
,uncultured bacterium Contig1135,0,0,6,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium Contig1450,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0
,uncultured bacterium Contig1480,0,0,15,11,0,0,5,8,0,8,0,0,0,0,0,0,0,0
,uncultured bacterium Contig1495,0,0,0,6,0,0,0,0,5,27,38,30,19,49,18,47,37,101
,uncultured bacterium Contig1552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5
,uncultured bacterium Contig1761,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium Contig1767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
,uncultured bacterium Contig1777_n_1791_cl,0,0,9,7,0,0,0,0,0,6,0,0,0,9,0,0,0,12
,uncultured bacterium Contig1831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
,uncultured bacterium Contig21,0,0,38,16,0,5,6,0,0,6,0,0,0,0,0,0,0,10
,uncultured bacterium Contig27,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,5
,uncultured bacterium Contig52,0,0,5,0,0,0,0,0,0,0,0,0,0,7,6,0,0,5
,uncultured bacterium Contig9,0,0,14,37,0,0,0,0,0,10,10,0,0,10,0,0,8,6
,uncultured bacterium Contigcl_1493,0,0,0,18,0,5,8,0,0,6,6,0,0,5,0,7,6,11
,uncultured bacterium Contigcl_1774,0,0,5,7,0,0,0,0,0,6,0,0,0,0,0,0,0,0
,uncultured bacterium Contigcl_6,0,0,7,24,0,0,0,0,0,6,0,0,0,0,10,0,0,7
,uncultured bacterium CSL11,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
,uncultured bacterium CSL12,0,0,0,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium CSLF42,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
,uncultured bacterium CSLF43,0,0,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium CSLG10,0,0,9,31,0,0,0,0,0,0,5,0,0,0,0,0,0,0
,uncultured bacterium ctg7180000000734,0,0,0,0,0,0,0,0,0,16,7,5,0,8,6,10,5,24
,uncultured bacterium ctg7180000000735,0,0,9,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
,uncultured bacterium ctg7180000000741,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
,uncultured bacterium ctg7180000000742,0,0,0,5,6,0,0,0,0,0,0,5,9,0,0,5,0,0
,uncultured bacterium ctg7180000000750,0,0,8,0,0,0,10,0,0,0,0,0,0,0,0,0,0,6
,uncultured bacterium ctg7180000000754,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium ctg7180000000755,0,0,9,17,0,0,0,0,0,26,6,7,0,8,11,0,6,15
,uncultured bacterium ctg7180000000771,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0
,uncultured bacterium ctg7180000000774,0,0,7,10,0,0,0,0,0,11,0,0,6,0,0,0,0,6
,uncultured bacterium ctg7180000000777,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
,uncultured bacterium ctg7180000000783,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium ctg7180000000792,0,0,0,0,6,5,0,0,0,0,0,0,0,5,0,0,0,5
,uncultured bacterium ctg7180000000797,0,0,0,0,0,0,0,0,0,10,0,0,0,5,0,6,0,5
,uncultured bacterium ctg7180000000798,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
,uncultured bacterium ctg7180000000804,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium ctg7180000000824,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0
,uncultured bacterium ctg7180000000852,0,0,7,9,5,0,0,7,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium ctg7180000000854,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
,uncultured bacterium ctg7180000000866,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
,uncultured bacterium ctg7180000000926,0,0,10,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium ctg7180000000927,0,0,0,0,0,0,0,0,0,10,0,0,0,0,5,0,0,0
,uncultured bacterium ctg7180000000984,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0
,uncultured bacterium ctg7180000000989,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium ctg7180000001011,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium ctg7180000001022,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
,uncultured bacterium ctg7180000001448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8
,uncultured bacterium EB3,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0
,uncultured bacterium esnapd10,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium esnapd12,5,0,6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium esnapd2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium esnapd21,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium F25-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
,uncultured bacterium F2_16,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
,uncultured bacterium F42-01,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium FGYC_13M19,0,0,12,27,0,6,0,0,0,6,7,5,5,11,0,0,6,19
,uncultured bacterium FLS18,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
,uncultured bacterium GRIST04,0,0,0,6,0,0,0,0,0,0,5,0,0,11,0,6,0,48
,uncultured bacterium GRIST13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
,uncultured bacterium H2_7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
,uncultured bacterium HERMI11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
,uncultured bacterium HF0010_08B07,0,0,6,0,0,0,0,0,0,6,6,0,0,8,0,10,0,15
,uncultured bacterium HF0500_16O16,0,0,7,14,0,0,0,0,0,9,0,0,0,12,0,7,0,14
,uncultured bacterium HF0770_08F21,0,0,0,10,0,0,0,0,0,0,0,0,0,7,0,0,0,6
,uncultured bacterium HF0770_42P23,0,0,8,0,0,0,0,0,0,12,5,0,0,0,7,0,0,0
,uncultured bacterium HF130_12L15,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
,uncultured bacterium KM3-18-F8,0,0,0,34,0,5,0,0,0,0,6,0,0,0,9,14,9,42
,uncultured bacterium KM3-187-G1,0,0,0,0,0,0,0,0,0,26,5,17,8,0,0,7,8,13
,uncultured bacterium KM3-201-B9,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium KM3-23-D4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,0,0
,uncultured bacterium L11E10,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium LAB20,0,0,0,9,0,0,0,0,0,7,0,0,0,0,0,0,0,0
,uncultured bacterium lac146,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,8
,uncultured bacterium lac160,0,0,7,7,0,0,0,0,0,9,0,0,0,0,0,0,0,5
,uncultured bacterium lac193,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium OMZ60_02F10,0,0,6,0,0,0,0,0,0,0,7,0,0,6,0,0,6,13
,uncultured bacterium OMZ60_05G23,0,0,6,7,0,0,0,0,0,6,12,0,0,7,0,8,0,7
,uncultured bacterium OMZ60_11L23,0,0,8,10,0,6,0,0,0,32,17,0,0,13,15,8,6,17
,uncultured bacterium OMZ60_14B20,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium OMZ60_14F6,0,0,0,5,0,0,0,0,0,10,0,0,0,0,0,0,0,0
,uncultured bacterium pBIO2081,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0
,uncultured bacterium SAT52-B4,0,0,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium URE4,0,0,56,42,5,10,6,0,0,17,5,7,0,10,0,6,5,20
,uncultured bacterium W4-21b,0,0,0,8,0,0,0,0,0,6,7,0,0,7,0,0,0,6
,uncultured bacterium W4-39b,0,0,12,7,0,0,0,0,0,15,0,0,0,6,7,10,0,17
,uncultured bacterium W5-15b,0,0,14,39,0,0,0,0,0,9,0,0,8,15,0,8,5,36
,uncultured bacterium W5-47b,0,0,11,25,0,0,0,0,0,14,11,0,0,9,0,12,0,11
,uncultured bacterium W5-51b,0,0,0,7,0,0,0,0,0,8,0,0,0,0,0,0,0,6
,uncultured bacterium W5-77b,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
,uncultured bacterium ws020C1,0,0,23,26,8,0,16,0,0,6,5,0,0,0,0,0,0,0
,uncultured bacterium ws101A12,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
,uncultured bacterium ws138B4,0,0,8,17,0,0,0,0,0,10,20,7,6,11,0,8,9,16
,uncultured bacterium ws643C1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0
,uncultured bacterium zdt-14e13,0,0,315,1488,79,81,30,0,0,65,135,37,7,54,7,8,22,20
,uncultured bacterium zdt-25h14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
,uncultured bacterium zdt-33i5,0,0,16,10,0,0,0,0,0,19,14,6,6,6,0,5,6,9
,uncultured bacterium zdt-39a1,0,0,6,9,0,5,0,0,0,45,13,6,0,0,6,9,0,16
,uncultured marine bacterium,0,0,0,5,0,0,7,0,0,13,14,0,0,12,5,0,0,8
,uncultured marine bacterium 1n22,0,0,5,0,0,0,0,0,0,0,15,0,0,0,0,7,6,46
,uncultured marine bacterium 313,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured marine bacterium 561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
,uncultured marine bacterium 577,0,0,12,16,0,0,0,0,0,0,6,6,0,6,0,0,6,25
,uncultured marine bacterium Ant39E11,0,0,9,10,0,0,0,0,0,0,6,0,0,7,0,0,0,11
,uncultured marine bacterium Ant4E12,0,0,6,10,0,0,0,0,13,16,26,12,20,31,20,37,24,69
,uncultured marine bacterium EB0_41B09,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,7
,uncultured marine bacterium MedDCM-OCT-S05-C114,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured murine large bowel bacterium BAC 31B,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured nuHF2 cluster bacterium HF0500_02A10,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,9
,uncultured pig faeces bacterium,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,9
,uncultured rumen bacterium,0,0,10,27,0,0,0,0,0,19,11,6,0,16,29,35,6,63
,uncultured sediment bacterium,0,0,32,49,11,24,12,0,0,33,34,12,10,36,30,47,16,77
,uncultured soil bacterium,24,0,231,424,52,107,106,42,12,519,226,129,72,173,153,190,98,299
,uncultured sulfate-reducing bacterium,21,0,194,394,33,130,55,19,8,402,139,43,7,42,34,39,26,76
,unidentified bacterium CPA58,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0
,unidentified bacterium SM-A15,0,0,21,11,0,0,5,13,0,5,22,6,0,8,10,5,7,17
,unidentified bacterium SM-A84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
,unidentified eubacterium clone LGW#18,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,unidentified prokaryotic organism,0,0,0,0,0,6,0,0,0,10,0,5,8,0,7,13,0,7
,FCB group,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Bacteroidetes/Chlorobi group,7,4,123,245,29,71,39,26,8,163,130,67,41,133,83,102,78,307
,Bacteroidetes,26,21,1580,2733,286,552,296,166,52,1353,1248,846,728,1922,567,876,935,2715
,Bacteroidetes Order II. Incertae sedis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Rhodothermaceae,1,0,1,8,4,3,7,2,8,10,8,11,4,7,5,8,3,19
,Rhodothermus,0,0,1,5,1,3,2,1,0,5,3,9,1,1,10,4,5,7
,Rhodothermus marinus,35,0,860,1370,185,337,463,171,40,1149,697,564,356,533,406,530,357,976
,Salinibacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Salinibacter ruber,17,0,419,694,101,197,281,105,25,674,410,324,184,324,287,363,242,554
,Bacteroidia,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Bacteroidales,21,19,270,542,80,100,52,48,19,226,225,163,195,417,114,183,194,501
,Bacteroidaceae,0,0,0,4,0,0,0,0,0,0,2,0,0,3,0,0,0,0
,Bacteroides,13,0,224,392,55,108,58,46,32,178,168,93,101,252,95,119,114,343
,Bacteroides caccae,0,0,37,71,14,16,13,0,0,59,56,40,17,72,17,43,42,137
,Bacteroides cellulosilyticus,0,0,43,60,6,24,17,9,0,60,53,29,20,74,24,39,32,114
,Bacteroides coprocola,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Bacteroides coprophilus,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Bacteroides dorei,0,0,31,88,5,8,9,6,0,46,40,17,10,49,17,60,31,103
,Bacteroides eggerthii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
,Bacteroides fragilis,0,0,215,393,28,67,79,30,9,169,155,85,63,209,81,110,138,404
,Bacteroides helcogenes,0,0,49,89,9,25,5,8,0,32,44,21,17,48,19,36,27,82
,Bacteroides heparinolyticus,0,0,60,87,15,9,27,7,7,92,43,31,34,57,38,90,35,159
,Bacteroides intestinalis,0,0,38,54,5,0,15,0,6,65,39,25,18,53,9,18,19,78
,Bacteroides ovatus,0,0,33,70,5,15,5,5,0,39,42,20,7,60,20,31,15,145
,Bacteroides salanitronis,0,0,88,177,17,62,35,14,0,108,68,42,33,77,41,91,45,149
,Bacteroides thetaiotaomicron,0,0,97,173,15,39,13,8,0,120,76,47,26,98,39,61,59,188
,Bacteroides uniformis,0,0,90,109,14,17,17,11,0,43,51,37,26,67,21,49,33,145
,Bacteroides vulgatus,0,0,33,60,5,25,11,9,7,55,52,34,14,65,20,41,35,112
,Bacteroides xylanisolvens,0,0,45,121,6,8,6,6,0,56,75,46,19,82,36,80,75,226
,Bacteroides zoogleoformans,0,0,54,89,9,13,10,0,0,59,50,46,20,51,21,46,24,129
,"environmental samples <CFB group bacteria,genus Bacteroides>",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
,uncultured Bacteroides sp.,0,0,7,5,0,0,0,0,0,0,5,0,0,13,5,0,6,28
,Barnesiellaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Barnesiella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Barnesiella viscericola,0,0,111,200,32,44,49,12,5,107,95,60,57,97,73,88,65,200
,Dysgonamonadaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Dysgonomonas,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Dysgonomonas hofstadii,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,"environmental samples <CFB group bacteria,order Bacteroidales>",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
,uncultured Bacteroidales bacterium,0,0,61,55,7,11,9,0,0,65,41,34,36,99,22,31,51,145
,Odoribacteraceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Odoribacter,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
,Odoribacter splanchnicus,0,0,172,247,35,39,34,18,10,102,99,45,34,129,28,77,84,228
,Paludibacteraceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Paludibacter,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,1,1,0
,Paludibacter propionicigenes,0,0,114,260,29,36,37,36,8,141,117,80,78,272,93,119,163,402
,Porphyromonadaceae,15,0,68,105,28,15,8,11,15,37,40,35,40,85,21,33,44,85
,"environmental samples <CFB group bacteria,family Porphyromonadaceae>",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured Porphyromonadaceae bacterium,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Fermentimonas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Fermentimonas caenicola,0,0,119,262,16,48,22,9,9,101,103,56,44,133,37,62,62,202
,Petrimonas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,"environmental samples <CFB group bacteria,genus Petrimonas>",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured Petrimonas sp.,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Porphyromonas,4,0,9,11,7,11,0,2,6,8,4,3,1,8,13,6,9,9
,Porphyromonas asaccharolytica,0,0,47,74,0,9,14,5,0,40,30,17,7,20,0,22,19,51
,Porphyromonas cangingivalis,0,0,46,66,9,8,8,7,0,49,41,42,14,45,18,43,21,112
,Porphyromonas crevioricanis,0,0,31,78,5,16,5,0,0,47,36,25,27,46,13,23,29,87
,Porphyromonas gingivalis,8,0,89,198,73,45,21,8,0,90,90,51,61,120,35,55,57,181
,unclassified Porphyromonadaceae,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
,Prevotellaceae,5,0,1,2,3,0,0,3,4,3,2,0,0,5,3,3,5,1
,Paraprevotella,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
,Paraprevotella xylaniphila,0,0,73,129,5,26,12,7,0,49,55,23,12,59,17,21,24,71
,Prevotella,22,38,78,111,52,44,21,35,29,53,67,47,21,78,51,67,42,92
,Prevotella conceptionensis,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Prevotella dentalis,0,0,143,238,34,61,72,39,0,192,112,67,36,78,52,91,46,164
,Prevotella denticola,8,0,61,127,29,43,25,8,0,72,66,35,31,70,28,55,32,122
,Prevotella enoeca,0,0,38,95,6,8,14,5,0,37,37,18,5,24,13,14,20,55
,Prevotella fusca,0,0,22,32,15,0,7,0,0,29,11,11,16,27,0,15,11,44
,Prevotella intermedia,12,68,32,70,40,15,15,0,5,55,57,17,9,63,26,62,42,108
,Prevotella jejuni,0,0,10,13,24,6,0,0,0,37,17,18,11,30,5,11,12,43
,Prevotella marshii,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,8,17
,Prevotella melaninogenica,20,18,25,37,60,0,0,5,0,14,18,6,0,11,6,9,11,34
,Prevotella micans,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
,Prevotella oris,0,0,49,92,19,22,9,0,0,59,33,38,42,100,25,48,55,165
,Prevotella paludivivens,0,0,0,7,0,0,0,0,0,12,0,0,0,8,0,0,0,14
,Prevotella ruminicola,0,0,45,126,9,17,8,10,0,49,58,30,30,52,31,19,31,162
,Prevotella scopos,0,0,23,40,5,13,0,0,0,16,25,8,0,13,0,5,18,50
,unclassified Prevotella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Prevotella sp. oral taxon 299,8,6,23,28,9,6,0,0,0,21,14,0,13,28,6,14,15,28
,Rikenellaceae,0,0,4,5,4,4,3,1,4,8,5,5,2,9,4,3,6,5
,Alistipes,6,0,45,61,8,14,3,3,1,48,29,32,12,29,21,28,21,49
,Alistipes finegoldii,0,0,183,257,26,60,81,30,9,203,141,82,72,135,68,88,61,202
,Alistipes onderdonkii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
,Alistipes shahii,0,0,277,361,86,85,151,58,8,303,202,182,103,179,133,144,83,240
,Alistipes timonensis,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
,"environmental samples <CFB group bacteria,family Rikenellaceae>",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured Rikenellaceae bacterium,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0
,Mucinivorans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Mucinivorans hirudinis,0,0,48,122,11,18,13,9,0,33,31,16,23,49,9,33,18,62
,Rikenella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Rikenella microfusus,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,5
,Tannerellaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Parabacteroides,0,0,3,4,2,2,2,2,0,5,5,1,0,0,2,1,0,4
,Parabacteroides distasonis,0,0,106,229,18,47,16,12,0,118,139,52,54,187,45,74,92,319
,Parabacteroides goldsteinii,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Tannerella,0,0,9,8,1,1,1,1,5,5,4,11,5,20,3,8,9,24
,Tannerella forsythia,0,0,102,238,27,34,17,7,0,121,72,40,22,72,47,105,55,137
,unclassified Tannerella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Tannerella sp. oral taxon HOT-286,6,0,128,191,33,41,66,25,10,161,87,81,43,90,39,40,48,132
,unclassified Bacteroidales,0,0,2,0,2,0,0,5,1,0,0,0,0,0,4,4,5,0
,Candidatus Azobacteroides,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Candidatus Azobacteroides pseudotrichonymphae,0,0,56,90,0,19,12,17,0,83,73,41,18,94,35,35,38,131
,unclassified Bacteroidales (miscellaneous),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
,Bacteroidales bacterium CF,0,0,153,265,27,40,32,17,6,127,146,88,66,250,71,80,115,363
,Marinilabiliales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Marinilabiliaceae,0,0,1,6,4,4,2,0,1,2,4,8,6,4,5,3,1,9
,Alkaliflexus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,"environmental samples <CFB group bacteria,genus Alkaliflexus>",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured Alkaliflexus sp.,0,0,5,5,0,0,0,0,0,5,0,0,0,12,0,0,0,21
,Alkalitalea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Alkalitalea saponilacus,6,0,258,490,47,74,43,19,13,233,186,150,114,382,69,146,189,526
,"environmental samples <CFB group bacteria,family Marinilabiliaceae>",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured Marinilabiliaceae bacterium,0,0,12,12,0,0,0,0,0,10,0,0,5,20,0,5,15,21
,Prolixibacteraceae,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2
,Draconibacterium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Draconibacterium orientale,0,0,287,506,47,64,41,18,7,254,167,97,77,269,94,116,164,560
,Salinivirgaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Salinivirga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Salinivirga cyanobacteriivorans,0,0,346,738,58,113,74,44,13,237,260,149,129,380,108,187,208,587
,Chitinophagia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
