,,Depth (cm),,,,,,,,,,,,,
,uncultured bacterium contig00167,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium contig00170,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium contig00172,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium contig00174,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium contig00175,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium contig00179,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium contig00180,0,0,0,0,0,0,5,0,0,0,5,0,0,0
,uncultured bacterium contig00182,0,0,0,0,0,0,0,0,0,0,0,0,6,0
,uncultured bacterium contig00187,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium contig00189,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium contig00199,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium contig00203,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium contig00216,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium contig00219,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium contig00228,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium contig00229,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium contig00250,0,0,0,0,0,0,6,0,0,0,0,0,0,0
,uncultured bacterium contig00286,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium contig00306,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium contig00311,7,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium contig00326,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium contig00351,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium contig00388,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium contig00396,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium contig00405,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium contig00411(2014),18,12,16,6,0,0,32,0,6,0,21,0,5,6
,uncultured bacterium contig00449,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium contig00510(2014),0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium contig00528,0,0,0,0,0,0,5,0,0,0,0,0,0,0
,uncultured bacterium contig07432(2014),21,18,10,0,0,0,11,0,0,0,9,0,0,0
,uncultured bacterium contig10083(2014),0,0,5,0,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium Contig140,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium Contig1480,0,0,0,0,0,0,5,0,0,0,0,0,0,0
,uncultured bacterium Contig1514,0,0,0,0,0,0,8,0,0,0,0,0,0,0
,uncultured bacterium Contig9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium Contigcl_1774,0,0,0,0,0,0,0,0,0,0,6,0,0,0
,uncultured bacterium CSL12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium CSL142,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium ctg7180000000730,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium ctg7180000000740,0,0,5,0,0,0,5,0,0,0,0,0,0,0
,uncultured bacterium ctg7180000000749,0,8,0,0,0,0,9,0,0,0,0,0,0,0
,uncultured bacterium ctg7180000000755,0,0,0,0,0,0,6,0,5,0,0,0,0,0
,uncultured bacterium ctg7180000000774,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium ctg7180000000823,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium ctg7180000000852,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium ctg7180000000969,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium ctg7180000001016,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium ctg7180000001094,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium ctg7180000001435,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium ctg7180000001454,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium F41-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium F42-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium FGYC_13M19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium FLS18,0,0,0,0,0,0,5,0,0,0,0,0,0,0
,uncultured bacterium FPPS_57A9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium HF0070_02E07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium HF0770_23K07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium HF0770_42P23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium KM3-18-F8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium KM4-9-H7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium lac111,0,0,0,0,0,0,0,0,45,0,0,0,0,0
,uncultured bacterium lac121,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium lac160,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium lac193,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium lac82,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium lac84,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium OMZ60_05G23,0,0,0,0,0,0,7,0,0,0,0,0,0,0
,uncultured bacterium OMZ60_11L23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium pSY1435,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium URE4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium W4-21b,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium W4-39b,0,0,0,0,0,0,0,0,0,0,6,0,0,0
,uncultured bacterium W5-102b,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium W5-15b,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium W5-47b,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium W5-51b,0,5,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium W5-77b,0,0,0,0,0,0,0,0,0,0,0,5,0,0
,uncultured bacterium ws101A12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium ws138B4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium ws643C1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium zdt-14e13,10,0,0,0,0,0,11,0,0,0,0,0,0,0
,uncultured bacterium zdt-33i5,0,0,0,0,0,0,8,0,0,0,0,0,0,0
,uncultured bacterium zdt-39a1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured denitrifying bacterium,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured marine bacterium,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured marine bacterium Ant4E12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured marine bacterium HF10_25F10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured marine bacterium MedDCM-OCT-S05-C114,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured marine bacterium PPT_M1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured marine bacterium PPT_M2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured nitrogen-fixing bacterium,0,0,0,0,0,0,5,0,0,0,0,0,0,0
,uncultured rumen bacterium,0,10,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured sediment bacterium,16,8,5,0,0,0,13,0,0,0,0,0,0,5
,uncultured soil bacterium,162,136,86,31,25,36,83,56,198,72,56,80,47,55
,uncultured sulfate-reducing bacterium,172,51,50,6,14,0,129,6,24,28,73,13,34,29
,unidentified bacterium SM-A15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,FCB group,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Bacteroidetes/Chlorobi group,67,49,39,9,8,11,68,12,19,21,49,14,16,32
,Bacteroidetes,337,191,105,47,38,38,262,46,98,93,180,48,125,83
,Bacteroidetes Order II. Incertae sedis,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Rhodothermaceae,1,3,3,0,3,0,2,0,1,0,1,0,1,1
,Rhodothermus,0,2,0,0,0,0,0,0,0,0,0,0,0,0
,Rhodothermus marinus,164,147,67,38,36,22,190,33,100,83,152,57,71,69
,Salinibacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Salinibacter ruber,124,95,56,16,15,13,85,26,77,51,64,27,27,38
,Bacteroidia,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Bacteroidales,55,41,18,3,8,8,48,20,41,24,41,17,18,17
,Bacteroidaceae,0,1,0,0,0,0,1,0,1,1,0,0,0,0
,Bacteroides,83,81,35,26,20,35,64,28,69,64,36,40,54,40
,Bacteroides caccae,0,5,0,0,0,0,14,0,0,0,0,0,0,0
,Bacteroides cellulosilyticus,0,11,8,0,0,0,11,0,0,0,0,0,0,0
,Bacteroides dorei,12,8,0,0,0,0,17,0,0,0,11,0,0,0
,Bacteroides fragilis,39,34,10,0,0,0,42,0,15,21,20,10,14,19
,Bacteroides helcogenes,0,6,0,0,0,0,21,0,0,0,14,0,5,8
,Bacteroides heparinolyticus,6,11,11,0,0,0,16,0,0,0,13,0,0,0
,Bacteroides intestinalis,6,11,0,0,0,0,20,0,6,0,18,0,0,0
,Bacteroides ovatus,12,10,0,0,0,0,11,0,0,0,0,0,0,0
,Bacteroides salanitronis,15,27,11,0,6,0,43,9,15,15,28,11,10,16
,Bacteroides thetaiotaomicron,14,11,6,0,0,0,19,0,5,0,23,0,0,5
,Bacteroides uniformis,11,7,13,0,0,0,9,7,7,5,11,0,0,0
,Bacteroides vulgatus,0,0,0,0,0,0,6,0,0,0,10,0,0,0
,Bacteroides xylanisolvens,7,0,5,0,0,0,14,0,0,5,12,0,0,7
,Bacteroides zoogleoformans,5,9,8,0,0,0,13,0,0,0,8,0,0,5
,Bacteroidales incertae sedis,2,4,6,0,0,5,2,0,1,0,3,6,7,7
,Candidatus Azobacteroides,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Candidatus Azobacteroides pseudotrichonymphae,7,0,0,0,0,0,0,0,0,0,0,0,0,0
,Barnesiellaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Barnesiella,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Barnesiella viscericola,42,24,7,0,0,0,22,0,12,0,9,0,11,6
,"environmental samples <CFB group bacteria,order Bacteroidales>",0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured Bacteroidales bacterium,0,0,0,6,0,0,0,0,0,0,8,0,0,0
,Odoribacteraceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Odoribacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Odoribacter splanchnicus,16,11,5,0,0,0,14,0,0,0,6,0,0,0
,Paludibacteraceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Paludibacter,2,1,0,0,1,0,0,0,0,0,0,0,0,0
,Paludibacter propionicigenes,57,33,8,0,5,0,22,0,13,11,9,0,0,5
,Porphyromonadaceae,14,8,16,12,13,10,5,17,11,11,1,16,20,20
,Fermentimonas,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Fermentimonas caenicola,19,13,8,0,0,0,9,0,5,6,10,0,0,0
,Porphyromonas,13,15,3,4,5,0,4,7,10,4,8,5,10,14
,Porphyromonas asaccharolytica,8,0,5,0,0,0,0,0,0,0,0,0,0,0
,Porphyromonas cangingivalis,0,0,8,0,0,0,6,0,0,0,0,0,0,0
,Porphyromonas crevioricanis,8,0,0,0,0,0,8,0,0,0,0,0,0,0
,Porphyromonas gingivalis,24,5,0,5,0,0,25,0,12,12,22,0,0,0
,Prevotellaceae,3,8,1,1,1,0,0,2,8,5,1,2,3,4
,Paraprevotella,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Paraprevotella xylaniphila,6,0,8,0,0,0,17,0,0,6,11,5,0,0
,Prevotella,40,26,27,18,17,17,13,35,63,41,16,33,27,34
,Prevotella dentalis,24,14,6,0,0,0,36,0,15,12,16,0,15,0
,Prevotella denticola,5,14,6,6,0,0,8,0,60,0,23,31,8,6
,Prevotella enoeca,0,0,5,0,0,0,9,0,5,0,0,0,0,0
,Prevotella fusca,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Prevotella intermedia,10,13,0,0,5,0,15,0,52,0,10,16,0,0
,Prevotella jejuni,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Prevotella melaninogenica,8,8,0,0,0,0,13,0,6,0,13,0,0,0
,Prevotella nigrescens,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Prevotella oris,13,0,0,0,0,0,5,0,5,0,0,0,0,0
,Prevotella ruminicola,23,12,0,0,0,0,10,0,0,0,9,0,0,0
,Prevotella scopos,0,0,0,0,0,0,5,0,0,0,0,0,0,0
,unclassified Prevotella,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Prevotella sp. oral taxon 299,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Rikenellaceae,8,2,2,3,1,2,0,2,3,2,0,8,1,2
,Alistipes,9,5,6,1,4,3,7,3,8,5,7,11,0,2
,Alistipes finegoldii,31,26,15,6,11,0,54,0,26,14,30,5,18,12
,Alistipes shahii,40,28,20,10,0,10,52,9,19,16,48,9,26,16
,Mucinivorans,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Mucinivorans hirudinis,0,10,0,0,0,0,8,0,5,5,8,0,0,0
,Rikenella,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Rikenella microfusus,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Tannerellaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Parabacteroides,1,0,5,0,0,0,1,0,0,0,1,0,0,0
,Parabacteroides distasonis,14,11,0,5,0,0,20,0,0,5,15,0,0,10
,Tannerella,0,1,0,3,6,6,2,4,3,5,1,11,5,2
,Tannerella forsythia,20,13,7,0,0,0,24,6,9,7,26,0,7,6
,unclassified Tannerella,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Tannerella sp. oral taxon HOT-286,32,24,11,9,0,0,37,0,19,7,27,6,5,12
,unclassified Bacteroidales,1,1,0,0,0,0,0,0,0,0,0,0,0,0
,Bacteroidales bacterium CF,24,16,0,0,0,0,21,0,5,0,15,0,0,0
,Marinilabiliales,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Marinifilaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Marinifilum,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,"environmental samples <CFB group bacteria,genus Marinifilum>",0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured Marinifilum sp.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Marinilabiliaceae,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Alkalitalea,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Alkalitalea saponilacus,27,23,13,5,0,0,23,0,22,5,21,5,0,15
,Prolixibacteraceae,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Draconibacterium,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Draconibacterium orientale,32,27,10,7,5,0,31,0,16,8,12,0,11,20
,Salinivirgaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Salinivirga,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Salinivirga cyanobacteriivorans,21,17,18,0,0,0,15,0,0,5,17,0,0,12
,Chitinophagia,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Chitinophagales,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Chitinophagaceae,10,7,8,3,9,15,0,13,6,10,0,19,10,9
,Arachidicoccus,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Arachidicoccus ginsenosidivorans,0,15,5,6,0,0,15,0,5,0,13,0,0,5
,Chitinophaga,0,0,0,0,0,0,0,0,0,1,0,0,0,0
,Chitinophaga pinensis,32,30,20,5,0,0,32,6,23,5,20,0,10,14
,Filimonas,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Filimonas lacunae,0,9,5,0,0,0,10,0,0,0,11,0,0,0
,Flavisolibacter,4,3,2,6,6,0,0,0,0,9,0,6,10,4
,Flavisolibacter ginsenosidimutans,25,18,21,0,0,0,11,8,23,6,15,17,0,7
,Flavisolibacter tropicus,9,10,7,0,0,0,11,0,11,0,10,0,5,15
,Niabella,0,3,6,0,1,0,0,0,7,7,0,3,8,5
,Niabella ginsenosidivorans,25,15,7,0,5,0,20,0,5,15,19,10,0,13
,Niabella soli,13,9,5,0,7,0,15,0,8,0,7,0,6,8
,Niastella,0,5,0,4,1,5,0,0,0,4,0,6,3,1
,Niastella koreensis,23,15,16,7,5,0,22,0,17,8,14,0,0,7
,Pseudobacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Pseudobacter ginsenosidimutans,24,22,11,0,0,0,19,0,10,11,10,0,6,6
,Cytophagia,1,2,0,1,1,0,0,0,0,0,1,0,0,0
,Cytophagales,4,3,6,5,3,8,11,2,9,7,10,9,7,5
,Amoebophilaceae,1,1,2,0,0,0,0,0,2,0,0,1,6,2
,Candidatus Amoebophilus,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Candidatus Amoebophilus asiaticus,5,0,0,0,0,0,5,0,0,0,6,0,0,0
,Candidatus Cardinium,11,6,7,0,0,0,11,0,6,8,6,5,0,1
,Candidatus Cardinium hertigii,0,0,0,0,0,0,0,0,0,0,0,0,0,5
,Cardinium endosymbiont of Encarsia pergandiella,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Cardinium endosymbiont of Sogatella furcifera,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Bernardetiaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Bernardetia,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Bernardetia litoralis,11,13,8,0,0,0,9,0,5,0,7,0,0,5
,Cyclobacteriaceae,3,2,7,2,7,2,0,13,7,18,2,8,14,9
,Algoriphagus,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Algoriphagus machipongonensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Aquiflexum,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Aquiflexum balticum,17,10,0,0,0,0,20,0,5,0,9,0,5,17
,Belliella,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Belliella baltica,7,11,0,0,0,0,13,0,5,0,0,0,0,0
,Cyclobacterium,6,5,0,5,0,0,3,1,10,0,3,0,0,9
,Cyclobacterium amurskyense,11,11,8,0,0,0,12,7,0,0,6,0,0,0
,Cyclobacterium marinum,13,11,7,0,0,5,12,0,7,0,8,0,0,6
,Echinicola,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Echinicola vietnamensis,18,19,6,0,0,0,20,0,6,0,19,0,5,6
,Cytophagaceae,24,37,27,13,21,29,21,27,21,30,17,20,26,30
,Cytophaga,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Cytophaga hutchinsonii,0,10,10,0,0,0,7,0,0,7,5,0,0,6
,Dyadobacter,0,0,0,0,0,0,0,0,1,0,0,0,0,0
,Dyadobacter fermentans,31,32,21,9,0,0,17,6,36,19,25,0,13,10
,unclassified Dyadobacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Dyadobacter sp. 32,16,10,0,5,0,0,15,0,12,0,12,0,0,11
,Emticicia,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Emticicia oligotrophica,6,5,0,0,0,0,11,0,0,0,0,0,0,0
,Fibrella,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Fibrella aestuarina,35,30,13,10,0,0,59,6,25,28,46,17,25,18
,Flexibacter,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Leadbetterella,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Leadbetterella byssophila,0,0,0,0,0,0,17,0,0,0,7,0,0,0
,Runella,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Runella slithyformis,25,25,6,0,0,0,23,0,8,0,22,0,6,7
,Spirosoma,2,9,22,12,11,9,5,13,5,13,4,13,6,9
,Spirosoma aerolatum,18,8,0,0,0,0,8,0,7,5,0,0,6,0
,Spirosoma linguale,25,19,5,0,0,10,46,8,21,13,41,0,11,11
,Spirosoma montaniterrae,19,16,12,0,0,0,24,0,23,14,16,6,5,13
,Spirosoma radiotolerans,24,13,0,6,0,0,20,0,17,0,10,6,0,22
,Spirosoma rigui,22,23,13,0,5,0,27,6,26,5,25,7,13,20
,Flammeovirgaceae,5,10,4,4,3,6,0,12,8,9,0,11,14,13
,Fabibacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Fabibacter pacificus,11,0,6,0,0,0,12,0,0,0,10,0,0,5
,Flammeovirga,0,0,0,0,0,0,1,0,0,0,0,0,0,3
,unclassified Flammeovirga,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Flammeovirga sp. MY04,0,5,0,0,0,0,11,0,0,0,6,0,0,7
,Marivirga,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Marivirga tractuosa,13,12,6,6,5,0,14,0,11,0,10,0,0,5
,unclassified Flammeovirgaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Flammeovirgaceae bacterium 311,23,20,9,9,0,0,14,0,6,7,10,0,0,0
,Hymenobacteraceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Hymenobacter,52,59,38,16,27,15,64,32,40,29,40,34,42,30
,Hymenobacter sedentarius,38,24,12,6,7,10,40,5,36,14,30,15,9,9
,Hymenobacter swuensis,35,27,19,0,8,5,29,7,31,21,23,0,5,20
,unclassified Hymenobacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Hymenobacter sp. APR13,44,32,11,6,0,10,59,8,36,30,57,9,19,22
,Hymenobacter sp. DG25A,11,6,0,5,0,0,22,0,11,5,19,5,0,0
,Hymenobacter sp. DG25B,21,15,15,0,6,0,24,0,0,0,17,0,12,5
,Hymenobacter sp. PAMC 26554,43,37,22,14,7,10,32,7,40,23,30,13,12,19
,Hymenobacter sp. PAMC 26628,59,34,24,12,8,12,65,5,28,26,46,13,19,22
,Pontibacter,1,4,11,5,5,0,5,6,6,7,2,10,15,17
,Pontibacter actiniarum,23,21,15,7,8,0,28,7,14,15,26,7,6,0
,Pontibacter akesuensis,24,26,5,0,0,0,30,0,10,13,17,0,0,0
,Pontibacter korlensis,14,15,8,0,0,0,18,0,11,5,7,0,0,0
,Rufibacter,7,4,4,7,6,6,0,6,10,11,0,11,7,11
,Rufibacter tibetensis,9,14,0,0,0,0,15,0,0,0,10,6,0,5
,unclassified Rufibacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Rufibacter sp. DG15C,9,5,0,0,0,0,16,0,5,5,19,0,0,0
,Rufibacter sp. DG31D,23,14,10,0,0,0,31,5,7,5,29,6,7,12
,Microscillaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Microscilla,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,unclassified Microscilla,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Microscilla sp. PRE1,5,0,0,0,0,0,7,0,0,0,0,0,0,0
,"environmental samples <CFB group bacteria,phylum Bacteroidetes>",0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured Bacteroidetes bacterium,50,37,14,0,0,0,26,6,10,12,19,0,12,0
,Flavobacteriia,13,7,6,1,1,0,6,1,4,3,2,3,4,4
,"environmental samples <CFB group bacteria,class Flavobacteriia>",0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured Flavobacteriia bacterium,0,0,0,0,0,0,7,0,0,0,0,0,0,0
,Flavobacteriales,8,3,12,9,5,14,5,10,9,20,4,15,6,6
,Blattabacteriaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Blattabacterium,24,24,13,0,0,5,30,12,19,0,20,9,6,20
,Blattabacterium cuenoti,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Blattabacterium punctulatus,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,unclassified Blattabacterium,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Blattabacterium sp. (Blaberus giganteus),0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Blattabacterium sp. (Mastotermes darwiniensis),0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Blattabacterium sp. (Nauphoeta cinerea),0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Blattabacterium sp. (Periplaneta americana),0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Crocinitomicaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Fluviicola,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Fluviicola taffensis,15,12,7,0,0,0,9,0,16,0,6,0,0,6
,Cryomorphaceae,3,5,0,0,0,0,0,0,2,5,4,7,8,11
,Owenweeksia,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Owenweeksia hongkongensis,18,0,6,0,0,0,9,0,7,0,0,0,6,0
,Flavobacteriaceae,226,137,121,70,64,64,134,124,140,135,84,99,150,113
,Aequorivita,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Aequorivita sublithincola,0,9,6,0,0,7,10,0,8,0,5,0,0,0
,Arenibacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Arenibacter algicola,8,6,7,0,7,0,10,0,0,0,0,0,0,0
,Capnocytophaga,43,22,26,9,8,13,15,9,66,47,17,29,18,31
,Capnocytophaga canimorsus,18,9,6,0,0,0,9,0,6,0,16,0,0,0
,Capnocytophaga cynodegmi,0,6,0,0,0,5,0,0,0,0,0,0,0,0
,Capnocytophaga gingivalis,5,5,9,0,0,0,8,6,19,0,11,0,0,5
,Capnocytophaga haemolytica,0,0,5,0,0,0,6,0,0,0,0,0,0,0
,Capnocytophaga leadbetteri,0,0,0,0,0,0,0,0,23,0,6,6,0,0
,Capnocytophaga ochracea,0,0,0,0,0,0,0,0,5,0,0,0,0,0
,Capnocytophaga sputigena,0,6,0,0,0,0,0,0,11,6,0,0,0,0
,unclassified Capnocytophaga,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Capnocytophaga sp. ChDC OS43,0,0,0,0,0,0,0,0,9,0,0,0,0,0
,Capnocytophaga sp. oral taxon 864,0,0,0,0,0,0,0,0,7,6,0,0,0,0
,Capnocytophaga sp. oral taxon 878,0,0,0,0,0,0,5,0,5,0,6,0,0,0
,Cellulophaga,9,6,6,6,0,0,4,0,12,11,3,0,5,5
,Cellulophaga algicola,5,8,0,0,0,0,8,0,5,0,17,0,0,0
,Cellulophaga baltica,5,6,5,0,0,6,9,0,0,0,11,0,0,0
,Cellulophaga lytica,0,7,0,0,0,0,0,0,0,0,0,0,0,0
,Chryseobacterium,85,67,48,30,33,34,49,43,81,76,48,49,87,79
,Chryseobacterium antarcticum,5,0,0,0,0,0,6,0,6,0,5,0,0,0
,Chryseobacterium arthrosphaerae,8,5,0,0,0,0,6,0,0,0,0,0,0,0
,Chryseobacterium balustinum,0,7,5,0,0,0,0,0,0,0,6,0,0,0
