,,Depth (cm),,,,,,,,,,,,,
,Fibrella aestuarina,22,58,49,21,43,5,10,27,32,22,0,0,0,6
,Flexibacter,1,2,0,0,0,1,0,0,0,0,0,0,0,0
,Leadbetterella,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Leadbetterella byssophila,0,0,0,0,7,5,0,6,12,0,0,0,6,7
,Runella,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Runella slithyformis,13,44,45,18,25,5,7,15,21,23,0,0,7,10
,Spirosoma,4,18,4,1,6,22,8,0,10,11,6,0,4,0
,Spirosoma aerolatum,7,28,36,9,28,0,10,9,16,9,0,0,0,18
,Spirosoma linguale,21,53,43,13,40,20,6,14,35,27,0,0,7,12
,Spirosoma montaniterrae,21,44,40,19,25,0,7,26,18,11,0,0,7,8
,Spirosoma radiotolerans,24,34,43,18,29,8,0,15,18,12,0,0,6,5
,Spirosoma rigui,20,34,38,15,30,6,0,17,9,11,0,0,5,11
,Flammeovirgaceae,13,7,6,0,3,11,6,12,8,10,8,0,12,1
,Fabibacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Fabibacter pacificus,5,23,32,8,19,0,5,17,14,6,0,0,0,8
,Flammeovirga,0,0,0,0,0,0,0,0,0,0,0,0,0,1
,unclassified Flammeovirga,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Flammeovirga sp. MY04,0,5,9,8,7,5,0,0,0,0,0,0,0,11
,Marivirga,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Marivirga tractuosa,0,10,11,6,22,5,5,9,11,26,0,0,7,11
,unclassified Flammeovirgaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Flammeovirgaceae bacterium 311,13,26,35,13,29,17,0,19,15,16,0,0,0,7
,Hymenobacteraceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Hymenobacter,27,64,56,21,46,24,24,41,66,53,19,0,10,13
,Hymenobacter sedentarius,29,47,44,18,58,14,12,28,34,28,0,0,6,6
,Hymenobacter swuensis,29,77,65,13,33,5,0,31,36,31,0,0,8,22
,unclassified Hymenobacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Hymenobacter sp. APR13,23,80,80,26,67,6,0,38,27,22,0,0,10,10
,Hymenobacter sp. DG25A,12,20,20,9,15,8,0,11,6,10,0,0,5,8
,Hymenobacter sp. DG25B,15,29,30,8,32,16,0,14,17,10,0,0,0,13
,Hymenobacter sp. PAMC 26554,18,40,49,14,50,21,12,42,54,40,0,0,13,14
,Hymenobacter sp. PAMC 26628,19,60,60,24,63,15,9,48,38,17,0,0,10,11
,Pontibacter,10,7,5,5,4,4,0,0,10,1,7,0,4,0
,Pontibacter actiniarum,7,42,32,10,26,12,5,16,19,24,0,0,7,5
,Pontibacter akesuensis,20,31,32,17,24,13,10,19,20,32,0,0,0,5
,Pontibacter korlensis,0,18,23,0,25,5,6,13,6,11,0,0,0,5
,Rufibacter,12,5,0,1,6,5,7,0,8,0,3,0,6,7
,Rufibacter tibetensis,12,24,27,6,13,14,0,18,6,6,5,0,0,0
,unclassified Rufibacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Rufibacter sp. DG15C,0,12,26,6,14,0,0,7,7,8,0,0,0,0
,Rufibacter sp. DG31D,9,23,33,8,19,13,6,20,24,17,0,0,0,9
,Microscillaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Microscilla,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,unclassified Microscilla,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Microscilla sp. PRE1,0,0,0,0,0,0,0,0,0,5,0,0,0,0
,"environmental samples <CFB group bacteria,phylum Bacteroidetes>",0,0,0,1,0,0,0,0,0,0,0,0,0,0
,uncultured Bacteroidetes bacterium,0,9,16,9,18,0,0,15,11,6,0,0,22,27
,Flavobacteriia,8,4,8,3,10,2,3,5,2,4,2,0,9,3
,"environmental samples <CFB group bacteria,class Flavobacteriia>",0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured Flavobacteriia bacterium,0,0,5,0,9,0,0,0,5,14,0,0,0,9
,Flavobacteriales,14,7,14,5,8,8,2,3,8,15,9,0,7,7
,Blattabacteriaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Blattabacterium,7,14,27,15,22,14,6,14,16,10,8,0,9,17
,Blattabacterium punctulatus,0,0,6,0,0,0,0,0,0,0,0,0,0,0
,unclassified Blattabacterium,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Blattabacterium sp.,0,6,0,0,0,0,0,0,0,0,0,0,0,0
,Crocinitomicaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Fluviicola,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Fluviicola taffensis,5,6,0,7,5,0,0,0,0,5,0,0,8,14
,Cryomorphaceae,2,2,6,7,5,5,6,4,17,0,0,0,2,1
,Owenweeksia,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Owenweeksia hongkongensis,0,5,0,0,6,7,0,5,0,6,0,0,8,11
,Flavobacteriaceae,114,121,150,73,165,121,61,113,208,164,79,0,89,119
,Aequorivita,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Aequorivita sublithincola,30,64,64,21,15,6,0,9,8,15,0,0,6,8
,Arenibacter,0,0,0,0,1,0,0,0,2,1,0,0,0,0
,Arenibacter algicola,8,19,22,6,13,5,10,6,5,14,0,0,0,5
,Capnocytophaga,40,40,38,21,51,24,25,45,44,30,9,0,26,23
,Capnocytophaga canimorsus,5,14,17,6,14,0,0,5,0,0,0,0,0,7
,Capnocytophaga cynodegmi,0,0,0,0,0,0,0,0,6,5,0,0,8,6
,Capnocytophaga gingivalis,0,5,6,8,13,5,0,16,0,5,0,0,0,0
,Capnocytophaga haemolytica,6,19,14,5,8,6,0,6,0,5,0,0,0,8
,Capnocytophaga ochracea,9,12,15,6,0,0,0,0,0,0,0,0,0,0
,Capnocytophaga sputigena,30,77,50,31,22,5,0,12,10,0,0,0,0,11
,unclassified Capnocytophaga,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Capnocytophaga sp. ChDC OS43,0,11,10,0,0,0,0,0,0,5,0,0,0,0
,Capnocytophaga sp. oral taxon 864,0,22,10,9,10,0,0,0,0,9,0,0,0,0
,Cellulophaga,3,9,7,4,8,12,7,4,3,9,4,0,1,1
,Cellulophaga algicola,5,9,12,6,10,0,0,0,7,10,7,0,8,5
,Cellulophaga baltica,0,5,9,0,8,0,0,5,11,0,0,0,11,14
,Cellulophaga lytica,0,6,18,0,6,0,0,6,0,6,0,0,11,18
,Chryseobacterium,84,57,88,42,66,80,41,93,89,112,37,0,41,26
,Chryseobacterium antarcticum,0,8,6,0,10,0,0,6,0,0,0,0,0,0
,Chryseobacterium arthrosphaerae,0,13,7,0,5,0,0,0,5,0,0,0,0,5
,Chryseobacterium balustinum,0,0,0,0,5,5,0,6,0,7,0,0,8,12
,Chryseobacterium bernardetii,0,8,0,0,13,0,0,0,0,0,0,0,0,9
,Chryseobacterium camelliae,0,6,7,0,6,0,0,12,7,10,0,0,0,5
,Chryseobacterium carnipullorum,7,0,10,5,11,0,0,0,0,0,0,0,5,16
,Chryseobacterium carnis,5,12,18,0,16,10,0,5,7,6,0,0,5,7
,Chryseobacterium gallinarum,0,6,0,0,0,0,0,0,0,0,0,0,7,6
,Chryseobacterium gleum,5,17,15,8,21,6,5,9,23,0,0,0,8,13
,Chryseobacterium haifense,0,14,7,5,0,0,0,42,22,22,0,0,6,7
,Chryseobacterium indologenes,16,40,44,11,27,6,10,16,18,17,0,0,7,20
,Chryseobacterium indoltheticum,0,8,12,7,7,0,0,0,0,8,0,0,0,9
,Chryseobacterium jeonii,0,13,9,7,6,7,0,7,5,5,0,0,0,7
,Chryseobacterium joostei,0,0,0,0,0,0,0,0,0,0,0,0,5,0
,Chryseobacterium lactis,0,8,0,0,0,0,0,0,0,0,0,0,0,6
,Chryseobacterium nakagawai,0,0,6,0,7,0,5,37,7,0,0,0,5,7
,Chryseobacterium piperi,0,5,0,0,5,0,0,0,5,7,0,0,0,11
,Chryseobacterium shandongense,0,13,7,8,6,5,10,7,7,5,0,0,6,10
,Chryseobacterium taklimakanense,12,23,18,9,12,0,5,6,14,11,0,0,7,6
,unclassified Chryseobacterium,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Chryseobacterium sp. StRB126,5,0,5,0,0,0,0,0,0,0,0,0,0,0
,Cloacibacterium,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Cloacibacterium normanense,6,14,9,0,0,0,0,16,6,5,0,0,0,8
,Croceibacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Croceibacter atlanticus,0,5,5,0,8,0,0,0,0,0,0,0,0,14
,Dokdonia,6,3,13,6,6,0,5,6,0,7,0,0,5,1
,Dokdonia donghaensis,0,0,7,0,0,0,0,0,0,0,0,0,0,0
,unclassified Dokdonia,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Dokdonia sp. 4H-3-7-5,0,0,0,0,0,0,0,0,0,0,0,0,7,10
,Dokdonia sp. MED134,18,41,33,5,7,0,0,0,0,0,0,0,0,0
,Elizabethkingia,11,7,11,11,9,8,1,9,13,9,5,0,0,5
,Elizabethkingia anophelis,0,15,11,0,11,6,5,0,15,25,0,0,8,9
,Elizabethkingia meningoseptica,0,9,6,0,0,0,0,8,5,0,0,0,8,11
,Elizabethkingia miricola,0,11,6,0,7,0,0,11,5,0,0,0,6,5
,Flagellimonas,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Flagellimonas maritima,0,12,15,0,10,0,0,0,5,10,0,0,9,11
,Flavobacterium,39,38,29,16,38,37,16,34,38,27,22,0,13,15
,Flavobacterium anhuiense,13,28,28,11,26,0,10,0,7,10,6,0,12,21
,Flavobacterium branchiophilum,6,9,12,0,13,0,0,0,0,0,0,0,0,8
,Flavobacterium columnare,0,19,18,7,19,5,0,5,0,19,0,0,0,14
,Flavobacterium commune,7,28,21,6,20,0,5,5,11,8,0,0,7,14
,Flavobacterium faecale,0,0,0,0,0,0,0,0,0,11,0,0,5,21
,Flavobacterium gilvum,0,10,0,5,14,0,0,7,5,8,0,0,7,19
,Flavobacterium indicum,0,0,0,0,0,12,7,20,28,29,0,0,9,13
,Flavobacterium johnsoniae,0,13,19,0,9,0,0,11,9,6,0,0,5,10
,Flavobacterium psychrophilum,5,15,22,9,12,0,6,11,9,18,6,0,13,30
,unclassified Flavobacterium,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Flavobacterium sp. KBS0721,12,17,21,6,23,5,0,0,7,6,0,0,6,17
,Formosa,19,7,5,2,8,13,4,4,8,5,5,0,4,3
,Formosa agariphila,0,6,0,5,8,0,6,0,0,7,0,0,0,9
,unclassified Formosa,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Formosa sp. Hel1_33_131,0,15,14,5,12,0,0,8,8,7,0,0,10,6
,Formosa sp. Hel3_A1_48,0,6,16,0,8,0,0,7,12,8,0,0,6,0
,Gillisia,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,unclassified Gillisia,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Gillisia sp. Hel1_33_143,0,7,13,5,12,0,0,6,0,0,0,0,5,12
,Gilvibacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,unclassified Gilvibacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Gilvibacter sp. SZ-19,0,9,0,0,8,0,0,7,0,0,0,0,0,5
,Gramella,16,8,10,0,10,15,9,2,6,9,5,0,1,3
,Gramella flava,12,12,21,9,15,5,0,10,6,9,0,0,0,13
,Gramella forsetii,0,17,6,8,13,0,0,8,14,11,0,0,10,15
,unclassified Gramella,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Gramella sp. MAR_2010_102,0,11,11,0,6,0,0,7,19,9,0,0,5,9
,Gramella sp. MAR_2010_147,5,13,7,6,8,0,0,6,21,18,0,0,5,8
,Lacinutrix,0,6,0,5,3,0,0,1,4,0,0,0,0,1
,Lacinutrix venerupis,0,0,10,0,8,0,0,13,0,5,0,0,8,6
,unclassified Lacinutrix,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Lacinutrix sp. 5H-3-7-4,0,0,8,0,0,0,0,0,5,5,0,0,6,11
,Maribacter,6,8,4,4,9,17,5,3,9,8,0,0,6,9
,Maribacter cobaltidurans,6,12,21,6,15,0,6,17,24,16,0,0,0,0
,unclassified Maribacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Maribacter sp. HTCC2170,15,19,14,0,7,0,0,0,6,5,0,0,0,0
,Maribacter sp. MAR_2009_60,0,10,11,7,9,0,0,5,0,6,0,0,0,0
,Muricauda,4,0,3,0,0,6,4,0,9,3,0,0,0,0
,Muricauda lutaonensis,11,23,18,8,23,0,0,6,0,0,0,0,5,7
,Muricauda ruestringensis,12,23,14,6,21,0,9,17,23,19,0,0,9,9
,Myroides,0,6,9,0,10,0,0,0,5,10,0,0,0,11
,Myroides odoratimimus,0,5,5,0,0,0,0,0,0,0,0,0,0,0
,Nonlabens,23,11,14,11,14,16,11,9,21,19,7,0,10,15
,Nonlabens dokdonensis,5,11,6,0,6,0,0,0,6,0,0,0,0,7
,Nonlabens marinus,0,7,0,0,5,0,0,18,24,32,0,0,0,0
,Nonlabens spongiae,0,6,10,0,16,5,0,7,11,11,0,0,5,0
,unclassified Nonlabens,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Nonlabens sp. Hel1_33_55,0,7,12,6,0,0,0,0,0,0,0,0,5,0
,Olleya,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,Olleya aquimaris,0,6,0,0,0,0,5,0,0,5,0,0,5,7
,Ornithobacterium,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Ornithobacterium rhinotracheale,0,24,15,6,9,0,0,0,0,0,0,0,0,9
,Polaribacter,18,13,20,19,28,29,11,13,25,19,10,0,17,10
,Polaribacter reichenbachii,0,0,17,0,11,0,0,13,33,45,6,0,8,14
,Polaribacter sejongensis,10,8,8,7,14,0,0,0,0,0,0,0,11,15
,unclassified Polaribacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Polaribacter sp. BM10,0,0,6,0,8,0,0,6,0,0,0,0,0,13
,Polaribacter sp. Hel1_33_78,13,9,24,0,6,0,0,0,0,0,0,0,13,8
,Polaribacter sp. MED152,0,5,5,0,11,0,0,0,11,24,0,0,6,13
,Polaribacter sp. SA4-10,0,9,14,7,0,0,0,5,21,21,0,0,11,9
,Polaribacter sp. SA4-12,0,9,10,0,11,0,0,0,8,11,0,0,0,21
,Psychroflexus,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Psychroflexus torquis,5,16,18,5,5,0,0,5,0,5,6,0,6,15
,Riemerella,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Riemerella anatipestifer,0,10,8,0,12,0,0,7,0,6,0,0,0,11
,Robiginitalea,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Robiginitalea biformata,32,60,38,17,38,13,8,22,22,20,5,0,5,7
,Salegentibacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Salegentibacter salegens,0,15,8,5,9,0,0,5,15,16,0,0,6,11
,Sediminicola,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,unclassified Sediminicola,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Sediminicola sp. YIK13,0,12,8,5,0,0,0,6,0,11,0,0,7,8
,Siansivirga,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Siansivirga zeaxanthinifaciens,5,6,7,7,12,0,0,0,0,5,0,0,5,7
,Tenacibaculum,19,6,17,13,15,21,9,9,26,14,0,0,1,3
,Tenacibaculum dicentrarchi,0,8,6,0,5,0,0,0,0,0,0,0,10,10
,Tenacibaculum jejuense,0,10,11,0,11,0,0,0,0,5,0,0,7,19
,Tenacibaculum maritimum,0,9,0,0,7,0,0,12,23,15,0,0,8,13
,Tenacibaculum mesophilum,0,0,6,0,9,0,0,0,0,0,0,0,7,12
,unclassified Tenacibaculum,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Tenacibaculum sp. SZ-18,0,9,10,0,0,0,0,10,0,0,0,0,9,11
,unclassified Flavobacteriaceae,9,7,3,6,14,0,9,0,15,4,0,0,3,2
,Flavobacteriaceae bacterium 3519-10,0,10,7,0,0,0,0,5,6,0,0,0,5,0
,Flavobacteriaceae bacterium MAR_2010_188,5,11,17,0,0,0,0,5,0,7,0,0,0,11
,Flavobacteriaceae bacterium UJ101,0,5,9,0,10,0,0,6,14,24,0,0,9,10
,Weeksella,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Weeksella virosa,0,10,11,6,5,0,0,5,6,0,0,0,0,5
,Winogradskyella,5,5,8,6,10,5,0,7,14,6,0,0,8,3
,unclassified Winogradskyella,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Winogradskyella sp. PC-19,0,11,0,0,0,0,0,5,0,5,0,0,0,12
,Winogradskyella sp. PG-2,5,7,14,8,7,0,0,0,6,7,0,0,0,11
,Winogradskyella sp. RHA_55,0,0,8,0,5,0,0,0,0,6,0,0,7,11
,Zobellia,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Zobellia galactanivorans,5,14,19,7,6,0,0,0,0,0,0,0,0,8
,Zunongwangia,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Zunongwangia profunda,5,10,12,0,17,5,0,0,7,0,5,0,0,8
,Ichthyobacteriaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Ichthyobacterium,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Ichthyobacterium seriolicida,0,0,0,0,12,0,7,14,18,20,5,0,0,11
,unclassified Flavobacteriales,0,0,0,0,9,0,0,1,4,5,0,0,1,4
,Candidatus Sulcia,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Candidatus Sulcia muelleri,0,5,8,0,5,0,5,9,5,20,5,0,5,7
,Saprospiria,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Saprospirales,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Haliscomenobacteraceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Haliscomenobacter,0,0,0,0,0,0,0,0,1,0,0,0,0,0
,Haliscomenobacter hydrossis,31,71,72,29,44,16,6,27,23,29,0,0,9,20
,Saprospiraceae,0,2,4,0,0,6,4,0,3,2,0,0,3,4
,Saprospira,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Saprospira grandis,5,17,9,8,12,0,0,6,19,17,0,0,0,0
,Sphingobacteriia,1,3,1,1,0,1,0,0,0,0,0,0,1,0
,Sphingobacteriales,5,7,12,5,8,3,1,5,10,8,4,0,4,4
,Sphingobacteriaceae,6,19,15,4,19,3,2,12,14,18,16,0,7,5
,Anseongella,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Anseongella ginsenosidimutans,12,42,33,12,12,7,8,12,13,13,0,0,7,0
,Mucilaginibacter,4,8,10,2,1,20,11,0,10,9,7,0,9,4
,Mucilaginibacter ginsenosidivorans,14,14,23,12,17,10,6,18,14,13,0,0,0,8
,Mucilaginibacter ginsenosidivorax,14,31,28,11,23,6,11,6,16,17,0,0,6,7
,Mucilaginibacter gotjawali,17,48,43,14,28,5,8,19,27,16,0,0,0,12
,Mucilaginibacter mallensis,20,38,48,14,31,0,0,11,10,17,0,0,0,8
,unclassified Mucilaginibacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Mucilaginibacter sp. BJC16-A31,8,17,20,8,13,0,0,15,0,5,0,0,10,5
,Mucilaginibacter sp. PAMC 26640,8,16,17,6,13,0,0,8,17,7,0,0,7,0
,Pedobacter,30,4,11,1,19,28,17,20,23,7,11,0,8,8
,Pedobacter cryoconitis,6,13,7,6,5,0,0,5,0,0,0,0,8,6
,Pedobacter ginsengisoli,0,5,8,0,10,0,0,6,0,6,0,0,11,6
,Pedobacter heparinus,0,18,14,5,6,6,0,5,11,9,0,0,7,0
,Pedobacter steynii,0,18,25,8,9,5,0,8,14,10,0,0,0,9
,Pedobacter suwonensis,0,18,14,10,11,6,0,5,6,10,0,0,11,14
,Pseudopedobacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Pseudopedobacter saltans,0,5,6,6,7,0,0,6,0,8,0,0,0,11
,Solitalea,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,Solitalea canadensis,7,15,17,8,13,14,5,5,13,11,0,0,8,10
,Sphingobacterium,16,21,17,10,33,26,19,33,35,17,8,0,24,8
,Sphingobacterium daejeonense,13,17,12,7,14,0,0,0,0,0,0,0,0,0
,Sphingobacterium mizutaii,6,9,14,5,6,0,0,0,9,13,0,0,0,0
,Sphingobacterium psychroaquaticum,0,0,5,0,0,0,0,5,0,7,0,0,0,6
,Sphingobacterium thalpophilum,13,22,30,10,13,6,5,7,0,5,0,0,7,6
,unclassified Sphingobacterium,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Sphingobacterium sp. 21,6,14,22,6,5,0,0,0,14,5,0,0,0,9
,Sphingobacterium sp. ML3W,0,0,7,0,0,0,0,0,0,9,0,0,7,7
,Sphingobacterium sp. PM2-P1-29,0,7,7,5,0,0,0,0,0,6,0,0,11,10
,unclassified Sphingobacteriaceae,1,7,1,3,3,9,4,0,4,1,0,0,2,8
,unclassified Bacteroidetes,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,unclassified Bacteroidetes (miscellaneous),1,1,1,0,1,0,0,0,2,0,0,0,1,1
,Balneolaeota,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,unclassified Balneolaeota,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Candidatus Cyclonatronum,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Candidatus Cyclonatronum proteinivorum,30,60,41,25,56,19,13,31,52,45,9,0,10,9
,Chlorobi,4,3,8,3,0,7,1,4,2,3,2,0,2,0
,Chlorobia,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Chlorobiales,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Chlorobiaceae,11,25,22,9,28,10,6,11,23,18,12,0,11,9
,Chlorobaculum,5,18,17,9,24,14,3,11,20,5,7,0,3,7
,Chlorobaculum limnaeum,23,61,56,27,84,9,14,57,52,40,5,0,16,18
,Chlorobaculum parvum,17,38,37,18,60,12,8,34,35,37,0,0,10,16
,Chlorobaculum tepidum,29,63,51,17,43,19,6,25,32,27,0,0,8,6
,Chlorobium/Pelodictyon group,3,8,5,4,5,5,0,3,4,6,6,0,0,1
,Chlorobium,7,10,11,4,3,9,3,1,12,6,5,0,1,1
,Chlorobium chlorochromatii,5,14,22,6,27,5,8,10,5,10,0,0,7,9
,Chlorobium limicola,31,50,35,12,39,5,11,34,38,32,6,0,5,7
,Chlorobium phaeobacteroides,66,136,107,59,84,24,13,51,47,39,5,0,14,17
,Chlorobium phaeovibrioides,15,23,31,12,29,5,5,5,11,14,0,0,0,16
,Pelodictyon,0,3,0,0,0,3,0,1,0,3,0,0,0,0
,Pelodictyon luteolum,23,44,42,17,46,11,9,34,31,27,0,0,7,14
,Pelodictyon phaeoclathratiforme,29,42,42,10,24,9,7,17,22,21,0,0,8,8
,Chloroherpeton,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Chloroherpeton thalassium,16,44,39,19,31,23,10,44,64,59,7,0,0,13
,Prosthecochloris,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,Prosthecochloris aestuarii,26,53,46,11,42,7,8,16,20,13,0,0,6,11
,unclassified Prosthecochloris,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Prosthecochloris sp. GSB1,16,40,39,15,56,17,0,29,35,39,6,0,12,12
,"environmental samples <green sulfur bacteria,phylum Chlorobi>",0,0,0,0,1,0,0,0,0,0,0,0,0,5
,uncultured Chlorobi bacterium,0,7,0,0,8,0,0,0,5,0,0,0,0,0
,Ignavibacteriae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Ignavibacteria,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Ignavibacteriales,5,7,5,1,5,0,2,3,5,5,3,0,2,1
,Ignavibacteriaceae,2,1,2,0,1,0,0,0,0,0,0,0,0,0
,Ignavibacterium,0,0,0,0,2,0,0,0,1,0,0,0,0,0
,Ignavibacterium album,35,122,100,50,95,32,15,20,37,35,7,0,18,35
,Melioribacteraceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Melioribacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Melioribacter roseus,22,58,61,18,43,25,12,25,23,23,0,0,7,20
,Candidatus Cloacimonetes,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Candidatus Cloacimonas,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Candidatus Cloacimonas acidaminovorans,9,20,24,20,26,13,9,15,12,19,5,0,8,12
,Candidatus Latescibacteria,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,"environmental samples <bacteria,phylum Candidatus Latescibacteria>",0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured Latescibacteria bacterium,0,9,22,12,17,8,0,7,9,5,0,0,0,0
,Candidatus Marinimicrobia,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,"environmental samples <bacteria,phylum Candidatus Marinimicrobia>",0,0,6,6,7,0,0,6,0,0,0,0,0,6
,uncultured Marinimicrobia bacterium HF0500_01L02,0,0,6,0,5,0,0,0,0,0,0,0,0,0
,Fibrobacteres,5,0,1,2,1,1,1,1,0,1,0,0,0,2
,Fibrobacteria,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Fibrobacterales,0,0,0,0,0,0,0,0,1,0,0,0,0,0
,Fibrobacteraceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Fibrobacter,0,0,2,0,0,0,0,0,0,0,0,0,0,0
,Fibrobacter succinogenes,5,19,37,10,16,8,9,11,8,11,0,0,0,7
,Gemmatimonadetes,5,1,2,2,2,2,0,1,1,1,1,0,0,1
,"environmental samples <bacteria,phylum Gemmatimonadetes>",0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured Gemmatimonadetes bacterium,0,7,5,0,12,0,0,0,0,0,0,0,0,0
,Gemmatimonadetes <class>,5,11,11,4,20,0,0,2,0,0,5,0,0,2
,Gemmatimonadales,3,1,3,0,3,6,2,1,1,2,0,0,1,1
,"environmental samples <bacteria,order Gemmatimonadales>",0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured Gemmatimonadales bacterium HF4000_15H13,8,11,10,13,25,0,0,0,0,0,0,0,0,0
,Gemmatimonadaceae,0,1,0,0,2,0,0,0,0,0,0,0,0,0
,Gemmatimonas,6,13,9,1,10,5,0,2,1,5,6,0,2,1
,Gemmatimonas aurantiaca,33,92,81,43,115,20,5,34,29,19,0,0,15,8
,Gemmatimonas phototrophica,41,104,79,19,88,19,6,32,36,25,0,0,11,19
,Gemmatirosa,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Gemmatirosa kalamazoonesis,140,307,247,126,416,60,32,136,123,92,12,0,30,45
,Fusobacteria,0,0,2,0,0,0,1,0,2,1,0,0,0,5
,Fusobacteriia,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Fusobacteriales,0,1,1,2,4,1,1,2,2,2,3,0,0,8
,Fusobacteriaceae,7,3,2,1,7,4,5,4,3,7,1,0,5,7
,Fusobacterium,35,25,39,14,45,40,22,55,43,53,29,0,13,42
,Fusobacterium gonidiaformans,0,0,0,0,0,0,0,0,20,13,0,0,5,6
,Fusobacterium hwasookii,0,0,0,0,0,0,0,0,0,8,0,0,5,7
,Fusobacterium mortiferum,0,0,0,0,11,0,0,0,0,9,0,0,0,6
