,,Depth (cm),,,,,,,,,,,,,
,uncultured bacterium contig00167,0,10,0,30,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium contig00170,25,37,54,39,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium contig00172,19,8,0,26,0,0,0,0,0,0,10,0,0,0
,uncultured bacterium contig00174,47,25,40,27,12,0,0,0,0,0,0,0,0,0
,uncultured bacterium contig00175,7,5,9,5,7,6,0,0,0,0,13,0,0,0
,uncultured bacterium contig00179,0,5,5,0,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium contig00180,19,23,47,26,7,0,10,0,5,0,0,0,0,0
,uncultured bacterium contig00182,0,0,0,6,0,0,0,0,0,0,5,0,0,0
,uncultured bacterium contig00187,5,5,11,15,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium contig00189,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium contig00199,0,6,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium contig00203,0,5,0,5,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium contig00216,0,0,0,5,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium contig00219,0,0,0,5,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium contig00228,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium contig00229,5,9,5,5,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium contig00250,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium contig00286,0,6,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium contig00306,5,5,0,5,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium contig00311,8,5,0,0,0,27,0,0,18,0,0,0,0,0
,uncultured bacterium contig00326,0,0,15,0,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium contig00351,0,0,6,0,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium contig00388,0,5,0,10,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium contig00396,0,0,0,7,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium contig00405,0,0,0,0,0,0,0,0,0,0,0,0,0,5
,uncultured bacterium contig00411(2014),18,6,0,0,23,13,11,8,15,0,0,0,0,0
,uncultured bacterium contig00449,0,0,0,5,0,0,0,0,0,0,5,0,0,0
,uncultured bacterium contig00510(2014),0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium contig00528,12,7,15,11,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium contig07432(2014),0,0,0,0,34,11,21,9,24,0,0,6,0,0
,uncultured bacterium contig10083(2014),0,0,0,0,0,0,0,0,0,0,7,0,0,0
,uncultured bacterium Contig140,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium Contig1480,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium Contig1514,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium Contig9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium Contigcl_1774,9,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium CSL12,8,12,0,24,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium CSL142,0,0,0,6,0,0,0,0,0,0,6,0,0,0
,uncultured bacterium ctg7180000000730,0,0,0,7,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium ctg7180000000740,0,0,0,0,8,16,6,0,0,0,0,0,0,0
,uncultured bacterium ctg7180000000749,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium ctg7180000000755,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium ctg7180000000774,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium ctg7180000000823,5,0,0,5,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium ctg7180000000852,0,0,0,0,0,0,5,0,0,0,0,0,0,0
,uncultured bacterium ctg7180000000969,0,0,0,5,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium ctg7180000001016,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium ctg7180000001094,0,0,0,0,0,0,0,0,5,0,0,0,0,0
,uncultured bacterium ctg7180000001435,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium ctg7180000001454,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium F41-01,52,25,36,5,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium F42-01,41,28,25,19,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium FGYC_13M19,0,0,0,0,5,0,0,0,0,0,5,0,0,0
,uncultured bacterium FLS18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium FPPS_57A9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium HF0070_02E07,6,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium HF0770_23K07,11,0,5,21,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium HF0770_42P23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium KM3-18-F8,16,10,7,0,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium KM4-9-H7,0,0,0,0,40,0,0,5,0,0,0,0,0,0
,uncultured bacterium lac111,0,0,0,0,0,6,0,0,7,0,0,0,0,0
,uncultured bacterium lac121,25,20,27,36,5,0,0,0,0,0,0,0,0,0
,uncultured bacterium lac160,0,13,20,20,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium lac193,7,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium lac82,0,0,0,0,0,0,0,0,9,0,0,0,0,0
,uncultured bacterium lac84,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium OMZ60_05G23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium OMZ60_11L23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium pSY1435,0,0,0,0,0,6,0,0,0,0,0,0,0,0
,uncultured bacterium URE4,0,0,0,0,5,0,0,0,0,0,0,0,0,0
,uncultured bacterium W4-21b,0,0,0,5,0,0,0,0,0,0,5,0,0,0
,uncultured bacterium W4-39b,16,13,0,0,0,16,0,0,0,0,0,0,0,0
,uncultured bacterium W5-102b,0,0,0,5,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium W5-15b,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium W5-47b,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium W5-51b,0,0,0,48,0,6,5,0,0,0,0,0,0,0
,uncultured bacterium W5-77b,0,0,0,7,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium ws101A12,0,0,0,0,11,0,0,0,0,0,0,0,0,0
,uncultured bacterium ws138B4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium ws643C1,0,0,0,0,0,0,0,5,0,0,5,0,0,0
,uncultured bacterium zdt-14e13,0,0,0,0,6,5,7,0,0,0,0,0,0,0
,uncultured bacterium zdt-33i5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium zdt-39a1,0,0,0,0,7,11,0,0,5,5,0,0,0,0
,uncultured denitrifying bacterium,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured marine bacterium,0,0,0,0,5,0,0,0,5,0,0,0,0,0
,uncultured marine bacterium Ant4E12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured marine bacterium HF10_25F10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured marine bacterium MedDCM-OCT-S05-C114,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured marine bacterium PPT_M1,24,11,13,5,0,0,0,0,0,0,0,0,0,0
,uncultured marine bacterium PPT_M2,12,9,14,7,0,0,0,0,0,0,0,0,0,0
,uncultured nitrogen-fixing bacterium,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured rumen bacterium,0,0,0,0,14,0,0,0,0,0,0,0,0,0
,uncultured sediment bacterium,0,12,12,5,0,0,5,8,0,0,0,0,0,0
,uncultured soil bacterium,156,211,299,287,177,251,137,167,289,49,0,59,31,92
,uncultured sulfate-reducing bacterium,0,21,30,35,157,177,73,99,62,8,117,23,7,50
,unidentified bacterium SM-A15,0,0,0,0,14,0,0,0,0,0,43,0,0,0
,FCB group,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Bacteroidetes/Chlorobi group,14,16,21,54,57,60,63,71,28,7,0,14,7,23
,Bacteroidetes,170,83,48,183,313,207,214,254,152,62,25,69,43,82
,Bacteroidetes Order II. Incertae sedis,0,0,0,0,0,0,0,0,0,0,180,0,0,0
,Rhodothermaceae,0,0,0,4,6,2,0,1,6,4,0,5,3,1
,Rhodothermus,0,0,0,1,1,0,0,1,2,0,1,1,0,0
,Rhodothermus marinus,229,216,245,425,314,324,203,188,157,70,1,74,26,110
,Salinibacter,0,0,0,0,0,0,0,0,0,0,146,0,0,0
,Salinibacter ruber,122,113,138,261,180,223,123,112,107,24,0,35,31,72
,Bacteroidia,0,0,0,0,0,0,0,0,0,0,88,0,0,0
,Bacteroidales,20,12,19,30,70,42,33,45,35,42,0,20,12,16
,Bacteroidaceae,0,0,0,0,0,0,0,0,0,0,33,0,0,0
,Bacteroides,55,24,35,64,80,50,54,63,35,31,1,32,22,61
,Bacteroides caccae,14,0,0,0,13,13,13,0,0,0,56,5,0,0
,Bacteroides cellulosilyticus,26,0,0,0,7,5,7,5,0,0,0,0,0,0
,Bacteroides dorei,0,0,0,0,0,15,0,0,6,0,0,0,0,0
,Bacteroides fragilis,12,17,6,14,54,37,26,25,18,8,0,12,0,5
,Bacteroides helcogenes,12,6,0,0,19,5,0,11,5,0,16,0,0,0
,Bacteroides heparinolyticus,0,0,0,0,12,14,0,5,0,0,7,6,0,0
,Bacteroides intestinalis,0,0,0,5,18,0,0,0,0,0,9,0,0,0
,Bacteroides ovatus,0,6,0,0,17,9,8,6,11,0,0,0,0,0
,Bacteroides salanitronis,10,11,0,16,33,30,33,21,15,5,0,0,0,5
,Bacteroides thetaiotaomicron,17,6,0,9,26,7,9,6,6,0,0,7,0,0
,Bacteroides uniformis,9,7,5,11,34,12,13,9,0,0,0,0,0,0
,Bacteroides vulgatus,0,0,0,0,0,0,0,10,0,0,6,0,0,0
,Bacteroides xylanisolvens,15,5,0,5,24,7,0,5,8,0,0,0,0,0
,Bacteroides zoogleoformans,0,8,0,8,20,17,6,5,0,0,7,5,0,0
,Bacteroidales incertae sedis,0,0,0,0,5,6,2,2,1,1,0,1,0,0
,Candidatus Azobacteroides,0,0,0,0,0,0,0,0,0,0,1,0,0,0
,Candidatus Azobacteroides pseudotrichonymphae,0,0,0,0,0,0,0,7,0,0,0,0,0,0
,Barnesiellaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Barnesiella,0,0,0,5,1,0,0,0,0,0,0,0,0,0
,Barnesiella viscericola,6,8,5,12,41,33,33,37,14,0,0,0,5,0
,"environmental samples <CFB group bacteria,order Bacteroidales>",0,0,0,0,0,0,0,0,0,0,16,0,0,0
,uncultured Bacteroidales bacterium,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Odoribacteraceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Odoribacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Odoribacter splanchnicus,0,0,0,0,21,6,5,14,11,7,0,5,0,0
,Paludibacteraceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Paludibacter,5,0,5,1,0,0,6,1,0,0,0,0,0,0
,Paludibacter propionicigenes,13,11,0,15,36,21,9,17,11,6,0,0,0,0
,Porphyromonadaceae,16,7,6,13,8,12,11,5,11,10,15,12,16,25
,Fermentimonas,0,0,0,0,0,0,0,0,0,0,24,0,0,0
,Fermentimonas caenicola,0,0,0,7,20,5,14,8,8,0,0,0,0,0
,Porphyromonas,5,8,7,10,3,12,8,17,9,5,0,4,0,10
,Porphyromonas asaccharolytica,5,0,5,15,5,10,11,0,5,8,12,0,0,0
,Porphyromonas cangingivalis,0,0,0,0,8,0,8,0,0,0,0,0,0,0
,Porphyromonas crevioricanis,0,0,0,0,11,7,0,0,0,0,0,0,0,0
,Porphyromonas gingivalis,9,0,7,8,27,8,22,14,13,5,0,5,0,15
,Prevotellaceae,4,0,0,0,0,4,4,3,1,0,9,0,1,4
,Paraprevotella,0,0,0,0,0,0,0,0,0,0,3,0,0,0
,Paraprevotella xylaniphila,7,5,0,17,23,7,5,5,9,0,0,7,0,5
,Prevotella,34,22,28,41,53,32,44,36,15,44,5,27,30,29
,Prevotella dentalis,18,21,17,31,48,60,28,27,25,8,35,9,0,18
,Prevotella denticola,0,0,0,18,17,18,16,12,9,16,17,0,0,0
,Prevotella enoeca,0,0,0,0,0,0,0,12,6,5,13,0,0,0
,Prevotella fusca,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Prevotella intermedia,17,6,7,0,18,18,5,7,10,37,0,5,0,5
,Prevotella jejuni,0,0,0,0,0,0,0,0,0,8,0,0,0,0
,Prevotella melaninogenica,5,0,0,0,5,12,0,6,6,7,0,0,0,0
,Prevotella nigrescens,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Prevotella oris,0,0,0,0,7,0,0,0,0,27,0,0,0,0
,Prevotella ruminicola,0,0,0,7,19,17,0,10,8,0,0,0,0,0
,Prevotella scopos,0,0,0,0,0,0,0,0,5,0,0,0,0,0
,unclassified Prevotella,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Prevotella sp. oral taxon 299,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Rikenellaceae,1,3,3,8,1,2,4,4,0,1,0,1,0,5
,Alistipes,6,7,4,12,11,16,11,8,2,6,9,4,6,6
,Alistipes finegoldii,31,33,44,45,58,57,38,37,30,6,4,15,0,18
,Alistipes shahii,35,29,40,75,72,73,47,43,32,10,31,18,9,28
,Mucinivorans,0,0,0,0,0,0,0,0,0,0,34,0,0,0
,Mucinivorans hirudinis,7,0,0,0,13,0,5,15,10,0,0,5,0,0
,Rikenella,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Rikenella microfusus,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Tannerellaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Parabacteroides,0,0,0,1,0,0,0,1,0,0,0,0,0,0
,Parabacteroides distasonis,5,5,6,6,23,11,11,11,5,0,0,0,0,14
,Tannerella,1,5,2,3,1,1,1,0,1,1,0,3,1,0
,Tannerella forsythia,10,0,5,10,26,21,17,22,14,0,6,0,0,10
,unclassified Tannerella,0,0,0,0,0,0,0,0,0,0,12,0,0,0
,Tannerella sp. oral taxon HOT-286,25,24,18,35,60,39,18,21,36,44,0,10,11,17
,unclassified Bacteroidales,0,0,0,0,0,0,0,0,0,0,12,5,0,0
,Bacteroidales bacterium CF,0,0,0,0,26,18,6,18,16,6,0,0,0,0
,Marinilabiliales,0,0,0,0,0,0,0,0,0,0,11,0,0,0
,Marinifilaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Marinifilum,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,"environmental samples <CFB group bacteria,genus Marinifilum>",0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured Marinifilum sp.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Marinilabiliaceae,0,0,0,0,2,1,1,2,2,0,0,0,0,5
,Alkalitalea,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Alkalitalea saponilacus,0,0,0,5,31,21,19,14,16,12,0,7,0,0
,Prolixibacteraceae,0,0,0,0,0,0,0,0,0,0,7,0,0,0
,Draconibacterium,0,0,0,0,0,0,0,0,0,0,1,0,0,0
,Draconibacterium orientale,9,10,0,11,32,23,25,28,17,14,0,7,0,11
,Salinivirgaceae,0,0,0,0,0,0,0,0,0,0,22,0,0,0
,Salinivirga,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Salinivirga cyanobacteriivorans,0,0,0,0,35,20,19,18,20,15,0,7,0,7
,Chitinophagia,0,0,0,0,0,0,0,0,0,0,9,0,0,0
,Chitinophagales,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Chitinophagaceae,19,10,16,14,4,5,1,6,7,7,0,6,15,11
,Arachidicoccus,0,0,0,0,0,0,0,0,0,0,15,0,0,0
,Arachidicoccus ginsenosidivorans,19,10,5,0,15,5,12,0,6,0,0,0,0,5
,Chitinophaga,0,0,1,1,0,0,0,2,0,0,6,0,0,0
,Chitinophaga pinensis,69,46,21,38,46,45,45,47,32,12,0,14,9,21
,Filimonas,0,0,0,0,0,0,0,0,0,0,34,0,0,0
,Filimonas lacunae,22,15,5,6,14,13,7,10,5,7,0,5,0,0
,Flavisolibacter,0,3,1,2,2,1,2,4,0,0,10,2,3,5
,Flavisolibacter ginsenosidimutans,38,26,14,34,41,34,24,20,17,5,8,9,0,20
,Flavisolibacter tropicus,26,23,9,14,18,17,15,9,7,5,20,0,7,0
,Niabella,7,2,0,3,0,0,0,3,0,7,0,4,0,6
,Niabella ginsenosidivorans,21,27,6,5,14,16,12,8,17,0,7,11,0,5
,Niabella soli,26,23,6,20,31,13,15,14,11,0,9,0,0,5
,Niastella,8,7,4,0,0,0,3,0,0,3,14,4,5,3
,Niastella koreensis,92,108,25,58,25,21,26,24,16,0,0,0,0,6
,Pseudobacter,0,0,0,0,0,0,0,0,0,0,28,0,0,0
,Pseudobacter ginsenosidimutans,49,31,19,26,25,18,13,23,12,7,0,5,0,10
,Cytophagia,0,0,0,0,1,1,0,1,0,0,22,0,0,0
,Cytophagales,15,2,9,8,9,5,6,7,7,7,2,3,13,6
,Amoebophilaceae,0,0,0,0,6,0,0,2,4,0,11,0,0,0
,Candidatus Amoebophilus,0,0,0,0,0,0,0,0,0,0,1,0,0,0
,Candidatus Amoebophilus asiaticus,0,0,0,0,5,0,0,0,0,0,0,0,0,0
,Candidatus Cardinium,0,7,0,0,5,6,2,5,2,0,0,0,0,0
,Candidatus Cardinium hertigii,0,0,0,0,0,0,0,0,0,0,5,0,0,0
,Cardinium endosymbiont of Encarsia pergandiella,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Cardinium endosymbiont of Sogatella furcifera,0,0,0,0,0,0,5,0,6,0,0,0,0,0
,Bernardetiaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Bernardetia,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Bernardetia litoralis,0,0,0,8,14,0,0,0,0,0,0,0,0,0
,Cyclobacteriaceae,4,8,5,14,5,13,9,13,9,8,0,7,0,23
,Algoriphagus,0,0,0,0,0,0,0,0,0,0,11,0,0,0
,Algoriphagus machipongonensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Aquiflexum,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Aquiflexum balticum,18,10,0,10,15,19,5,15,0,0,0,5,0,0
,Belliella,0,0,0,0,0,0,0,0,0,0,8,0,0,0
,Belliella baltica,0,0,0,11,5,0,0,7,0,0,0,0,0,0
,Cyclobacterium,6,0,0,4,7,8,3,10,3,6,0,0,0,0
,Cyclobacterium amurskyense,0,0,0,0,16,0,12,5,0,0,10,0,0,0
,Cyclobacterium marinum,13,0,0,5,5,0,5,0,6,0,5,0,0,0
,Echinicola,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Echinicola vietnamensis,10,7,5,0,19,8,7,0,0,0,0,0,0,5
,Cytophagaceae,64,25,27,39,34,41,31,53,29,23,5,31,20,21
,Cytophaga,0,2,0,1,0,0,0,0,0,0,27,0,0,0
,Cytophaga hutchinsonii,10,5,0,9,15,5,8,6,9,0,0,0,0,0
,Dyadobacter,0,0,0,3,0,1,0,0,0,0,7,0,0,0
,Dyadobacter fermentans,52,43,32,57,64,52,31,28,27,10,0,14,7,12
,unclassified Dyadobacter,0,0,0,0,0,0,0,0,0,0,23,0,0,0
,Dyadobacter sp. 32,15,9,5,18,20,18,23,12,12,6,0,7,0,0
,Emticicia,0,0,0,0,0,0,0,0,0,0,15,0,0,0
,Emticicia oligotrophica,5,14,0,0,9,0,5,0,6,0,0,0,0,5
,Fibrella,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Fibrella aestuarina,48,48,48,84,62,56,40,36,52,17,0,16,8,29
,Flexibacter,0,0,0,1,1,0,0,0,0,0,23,5,0,0
,Leadbetterella,0,8,0,0,0,0,0,0,0,0,0,0,0,0
,Leadbetterella byssophila,0,0,0,0,6,0,0,0,0,0,0,0,0,0
,Runella,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Runella slithyformis,33,19,10,23,32,26,25,23,16,8,0,0,0,14
,Spirosoma,5,2,4,6,5,4,6,4,8,13,17,6,4,18
,Spirosoma aerolatum,15,16,0,25,27,21,23,6,17,0,8,7,0,0
,Spirosoma linguale,37,24,28,36,41,43,29,20,20,5,7,9,7,18
,Spirosoma montaniterrae,30,21,16,43,36,27,25,26,21,0,19,7,9,8
,Spirosoma radiotolerans,23,11,16,23,25,19,21,20,12,6,19,5,0,0
,Spirosoma rigui,41,29,18,51,45,22,39,29,16,7,16,10,5,6
,Flammeovirgaceae,11,2,6,12,8,9,9,14,11,4,20,8,0,10
,Fabibacter,0,0,5,0,0,0,0,0,0,0,10,0,0,0
,Fabibacter pacificus,0,5,0,0,7,11,11,6,0,5,0,0,0,0
,Flammeovirga,0,0,0,0,3,0,5,0,0,0,5,0,0,0
,unclassified Flammeovirga,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Flammeovirga sp. MY04,8,0,0,0,5,0,0,0,0,0,0,5,0,0
,Marivirga,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Marivirga tractuosa,0,7,8,5,18,0,5,7,0,0,0,0,0,5
,unclassified Flammeovirgaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Flammeovirgaceae bacterium 311,44,18,9,14,44,20,10,15,6,0,0,0,0,16
,Hymenobacteraceae,0,0,0,0,0,0,0,0,0,0,16,0,0,0
,Hymenobacter,63,60,61,96,85,68,49,55,55,33,0,38,28,30
,Hymenobacter sedentarius,57,44,58,86,82,65,50,54,25,10,52,16,7,25
,Hymenobacter swuensis,42,36,40,41,54,68,37,38,22,7,28,0,0,20
,unclassified Hymenobacter,0,0,0,0,0,0,0,0,0,0,30,0,0,0
,Hymenobacter sp. APR13,88,58,69,111,90,83,51,51,45,7,0,29,8,30
,Hymenobacter sp. DG25A,30,23,12,27,31,24,16,23,13,0,39,0,0,12
,Hymenobacter sp. DG25B,22,23,25,26,36,32,22,19,18,0,5,0,0,14
,Hymenobacter sp. PAMC 26554,51,43,46,71,76,59,58,37,34,11,10,21,14,13
,Hymenobacter sp. PAMC 26628,68,79,74,107,94,109,74,64,44,11,33,21,14,32
,Pontibacter,29,1,7,3,3,3,1,1,1,5,44,3,9,9
,Pontibacter actiniarum,90,20,36,41,42,37,28,24,15,6,2,13,6,20
,Pontibacter akesuensis,77,23,24,40,39,34,27,36,20,0,20,9,0,11
,Pontibacter korlensis,106,10,13,15,24,23,17,17,7,7,14,0,0,0
,Rufibacter,2,2,5,4,2,1,6,2,11,5,8,12,7,12
,Rufibacter tibetensis,24,9,15,19,30,21,7,14,0,0,8,0,0,7
,unclassified Rufibacter,0,0,0,0,0,0,0,0,0,0,8,0,0,0
,Rufibacter sp. DG15C,30,7,8,20,17,16,8,12,8,0,0,0,0,0
,Rufibacter sp. DG31D,24,16,15,25,20,28,23,18,20,0,6,0,0,7
,Microscillaceae,0,0,0,0,0,0,0,0,0,0,23,0,0,0
,Microscilla,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,unclassified Microscilla,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Microscilla sp. PRE1,8,0,0,0,0,0,0,0,0,0,0,0,0,0
,"environmental samples <CFB group bacteria,phylum Bacteroidetes>",0,0,0,0,0,0,1,0,0,0,0,0,0,1
,uncultured Bacteroidetes bacterium,13,6,0,29,39,33,21,22,13,11,1,12,0,6
,Flavobacteriia,5,1,1,3,10,11,6,7,6,3,29,4,2,5
,"environmental samples <CFB group bacteria,class Flavobacteriia>",0,0,0,0,0,0,0,0,0,0,4,0,0,0
,uncultured Flavobacteriia bacterium,0,0,0,0,5,0,0,0,0,0,0,0,0,0
,Flavobacteriales,12,6,8,7,4,13,7,15,3,9,0,5,8,9
,Blattabacteriaceae,0,0,0,0,0,0,0,0,0,0,11,0,0,0
,Blattabacterium,0,8,0,9,20,20,28,27,13,10,0,7,0,7
,Blattabacterium cuenoti,0,0,0,0,0,0,0,0,0,0,10,0,0,0
,Blattabacterium punctulatus,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,unclassified Blattabacterium,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Blattabacterium sp. (Blaberus giganteus),0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Blattabacterium sp. (Mastotermes darwiniensis),0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Blattabacterium sp. (Nauphoeta cinerea),0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Blattabacterium sp. (Periplaneta americana),0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Crocinitomicaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Fluviicola,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Fluviicola taffensis,8,0,0,8,16,0,6,11,0,0,0,0,0,0
,Cryomorphaceae,2,5,0,6,2,3,8,2,3,6,0,5,5,0
,Owenweeksia,0,0,0,0,0,0,1,0,0,0,11,0,0,0
,Owenweeksia hongkongensis,0,0,0,5,19,5,9,7,9,0,0,0,0,0
,Flavobacteriaceae,106,71,75,141,179,135,162,174,94,76,0,79,86,106
,Aequorivita,0,0,0,0,0,0,0,0,0,0,142,0,0,0
,Aequorivita sublithincola,16,6,0,10,7,5,15,13,0,0,0,0,0,0
,Arenibacter,0,0,0,1,0,0,0,1,0,0,7,0,0,0
,Arenibacter algicola,7,5,0,5,0,0,8,16,0,0,0,0,0,0
,Capnocytophaga,38,19,0,48,36,35,35,44,25,94,5,12,6,25
,Capnocytophaga canimorsus,7,0,0,6,8,0,8,0,14,0,36,0,0,0
,Capnocytophaga cynodegmi,0,0,0,0,0,0,8,0,0,0,0,0,0,0
,Capnocytophaga gingivalis,5,0,0,0,8,0,0,0,0,109,0,0,0,0
,Capnocytophaga haemolytica,0,5,0,0,12,6,0,0,0,0,0,0,0,0
,Capnocytophaga leadbetteri,0,0,0,0,0,0,0,6,0,5,0,0,0,0
,Capnocytophaga ochracea,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Capnocytophaga sputigena,0,0,0,0,5,5,0,6,8,28,0,0,0,0
,unclassified Capnocytophaga,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Capnocytophaga sp. ChDC OS43,0,0,0,0,0,0,0,0,0,21,0,0,0,0
,Capnocytophaga sp. oral taxon 864,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Capnocytophaga sp. oral taxon 878,0,0,0,0,5,0,0,0,0,0,0,0,0,0
,Cellulophaga,5,10,0,6,5,13,8,2,6,0,0,0,0,5
,Cellulophaga algicola,0,0,0,0,8,0,0,0,0,0,6,0,0,0
,Cellulophaga baltica,0,0,0,0,14,0,6,0,0,0,0,0,0,0
,Cellulophaga lytica,0,0,0,0,0,0,5,6,7,0,0,0,0,0
,Chryseobacterium,80,36,44,75,65,85,72,87,35,44,0,42,29,63
,Chryseobacterium antarcticum,11,8,0,6,8,0,0,7,5,0,63,0,0,0
,Chryseobacterium arthrosphaerae,0,0,0,0,0,7,0,6,0,0,0,0,0,0
,Chryseobacterium balustinum,6,0,0,6,7,0,0,7,0,0,0,7,0,0
